Subfamily,Genus Name Pub,Species Name Pub,Status,Exotic,Island Name,Island Group,Archipelago,Biogeographic realm,Lat,Long
Myrmicinae,Vollenhovia,nipponica,Land + Island,Native,Kyushu,-,Kyushu,Temperate Northern Pacific,32.59,130.8
Formicinae,Polyrhachis,lamellidens,Land + Island,Native,Kyushu,-,Kyushu,Temperate Northern Pacific,32.59,130.8
Myrmicinae,Erromyrma,latinodis,Land + Island,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Haha-jima,Haha-jima Group,Ogasawara Islands,Central Indo-Pacific,26.667203,142.157199
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Ioujima,-,Volcano Islands,Central Indo-Pacific,24.782506,141.317206
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Kuchino-shima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.972314,129.922578
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Takara-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.146641,129.207673
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Sesoko,-,Okinawa Islands,Temperate Northern Pacific,26.643909,127.864001
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Kudaka,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.161523,127.894221
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Monomorium,pharaonis,Land + Island,Exotic,Kuroshima (Okinawa),Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.233926,124.014011
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Exotic,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Exotic,Haha-jima,Haha-jima Group,Ogasawara Islands,Central Indo-Pacific,26.667203,142.157199
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Exotic,Ani-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,38.265768,141.478149
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Exotic,Nishi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.654291,134.479626
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Iwotori-shima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,33.782704,131.970591
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Izena-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.933249,127.936596
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Sesoko,-,Okinawa Islands,Temperate Northern Pacific,26.643909,127.864001
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Minnajima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,26.251851,127.941851
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Ikeijima,-,Okinawa Islands,Temperate Northern Pacific,27.046358,127.969979
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Yabuchijima,-,Okinawa Islands,Temperate Northern Pacific,26.318615,127.9232373
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Hamahiga,-,Okinawa Islands,Temperate Northern Pacific,26.319881,127.958071
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Miyagi,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.493709,127.959792
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Tsuken,Yokatsu Islands,Okinawa Islands,Temperate Northern Pacific,26.252339,127.941502
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Kudaka,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.161523,127.894221
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Ikema-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.930295,125.243101
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Kurima-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.237904,124.010534
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Shimoji-shima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,32.87245,129.033348
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Tarama,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.656982,124.699288
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Kuroshima (Okinawa),Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.233926,124.014011
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Kohama-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,32.964045,132.073693
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Uotsuri-jima,-,Senkaku Islands,Temperate Northern Pacific,32.801402,132.489667
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Kitadaito-jima,-,Daito Islands,Temperate Northern Pacific,25.94437,131.307262
Myrmicinae,Syllophopsis,sechellensis,Land + Island,Native,Minami-Daito,-,Daito Islands,Temperate Northern Pacific,25.843178,131.242729
Myrmicinae,Carebara,diversa,Land + Island,Native,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Myrmicinae,Carebara,diversa,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Solenopsis,geminata,Land + Island,Invasive,Ioujima,-,Volcano Islands,Central Indo-Pacific,24.782506,141.317206
Myrmicinae,Solenopsis,geminata,Land + Island,Invasive,Minami-Tori-Shima,-,Volcano Islands,Eastern Indo-Pacific,24.287485,153.980651
Myrmicinae,Solenopsis,geminata,Land + Island,Invasive,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Solenopsis,geminata,Land + Island,Invasive,Ie-jima,Uji Islands,Okinawa Islands,Temperate Northern Pacific,26.721622,127.789584
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Tobishima,-,-,Temperate Northern Pacific,32.59608,130.494628
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Jinoshima,-,Tomogashima,Temperate Northern Pacific,33.375024,132.355403
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Enoshima,-,-,Temperate Northern Pacific,33.008571,129.350411
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Sarushima,-,Tokyo Bay Islands,Temperate Northern Pacific,38.335115,141.124433
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Jogashima,-,-,Temperate Northern Pacific,32.945141,132.449153
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Dogo,-,Oki Islands,Temperate Northern Pacific,36.251121,133.279261
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Sado,-,-,Temperate Northern Pacific,38.044467,138.390158
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Kinkasan,-,-,Temperate Northern Pacific,38.292899,141.568819
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Shimo-Koshiki,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.688628,129.720072
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Hira-shima,-,Kyushu,Temperate Northern Pacific,33.006535,129.24276
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Oshima,-,Kyushu,Temperate Northern Pacific,34.740866,139.385576
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Izu Oshima,-,Izu Islands,Temperate Northern Pacific,34.794057,139.364519
Myrmicinae,Solenopsis,japonica,Land + Island,Native,To,-,Izu Islands,Temperate Northern Pacific,34.522303,139.279106
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Shikine,-,Izu Islands,Temperate Northern Pacific,34.220003,134.612355
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Mikura-jima,-,Izu Islands,Temperate Northern Pacific,33.874735,139.603227
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Tanegashima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.580814,130.975089
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Kuchinoerabu-jima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.455885,130.209712
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Kuchino-shima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.972314,129.922578
Myrmicinae,Solenopsis,japonica,Land + Island,Native,Yokoate-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,28.798824,128.990909
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Nakanoshima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.848849,129.871098
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Takara-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.146641,129.207673
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Kakeromajima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.123869,129.257393
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Okinoerabu-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.366219,128.600533
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Yoron-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.042604,128.432407
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Iwotori-shima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,33.782704,131.970591
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Izena-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.933249,127.936596
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Sesoko,-,Okinawa Islands,Temperate Northern Pacific,26.643909,127.864001
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Miyagi,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.493709,127.959792
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Tsuken,Yokatsu Islands,Okinawa Islands,Temperate Northern Pacific,26.252339,127.941502
Amblyoponinae,Stigmatomma,silvestrii,Land + Island,Native,Miya-jima,-,-,Temperate Northern Pacific,34.271879,132.303217
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Aguni-jima,-,Okinawa Islands,Temperate Northern Pacific,26.587392,127.22955
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Ikema-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.930295,125.243101
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Irabu,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.829506,125.179153
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Kurima-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.237904,124.010534
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Shimoji-shima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,32.87245,129.033348
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Tarama,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.656982,124.699288
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Taketomi-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.325062,124.088119
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Kuroshima (Okinawa),Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.233926,124.014011
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Kohama-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,32.964045,132.073693
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Myrmicinae,Solenopsis,tipuna,Land + Island,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Manica,yessensis,Island Only,Native,Hokkaido,-,Hokkaido,Temperate Northern Pacific,43.381279,142.562424
Myrmicinae,Myrmica,excelsa,Land + Island,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Myrmica,excelsa,Land + Island,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Myrmica,jessensis,Land + Island,Native,Okushiri-to,-,Hokkaido,Temperate Northern Pacific,42.155913,139.473362
Myrmicinae,Myrmica,jessensis,Land + Island,Native,Rishiri,-,Hokkaido,Temperate Northern Pacific,45.1695072,141.201041
Myrmicinae,Myrmica,jessensis,Land + Island,Native,Rebun,-,Hokkaido,Temperate Northern Pacific,45.375472,141.025188
Myrmicinae,Myrmica,kurokii,Land + Island,Native,Rishiri,-,Hokkaido,Temperate Northern Pacific,45.1695072,141.201041
Myrmicinae,Myrmica,luteola,Land + Island,Native,Hokkaido,-,Hokkaido,Temperate Northern Pacific,43.381279,142.562424
Myrmicinae,Myrmica,onoyamai,Island Only,Native,Rebun,-,Hokkaido,Temperate Northern Pacific,45.375472,141.025188
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Oshima (Hokkaido),-,Hokkaido,Temperate Northern Pacific,41.507511,139.35432
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Okushiri-to,-,Hokkaido,Temperate Northern Pacific,42.155913,139.473362
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Teuri,-,Hokkaido,Temperate Northern Pacific,44.425554,141.315217
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Rishiri,-,Hokkaido,Temperate Northern Pacific,45.1695072,141.201041
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Rebun,-,Hokkaido,Temperate Northern Pacific,45.375472,141.025188
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Sado,-,-,Temperate Northern Pacific,38.044467,138.390158
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Kinkasan,-,-,Temperate Northern Pacific,38.292899,141.568819
Myrmicinae,Myrmica,ruginodis,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Myrmica,transsibirica,Land + Island,Native,Oshima (Hokkaido),-,Hokkaido,Temperate Northern Pacific,41.507511,139.35432
Myrmicinae,Myrmica,transsibirica,Land + Island,Native,Rishiri,-,Hokkaido,Temperate Northern Pacific,45.1695072,141.201041
Myrmicinae,Myrmica,transsibirica,Land + Island,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Myrmica,transsibirica,Land + Island,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Myrmica,transsibirica,Land + Island,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Myrmica,yezomonticola,Island Only,Native,Rishiri,-,Hokkaido,Temperate Northern Pacific,45.1695072,141.201041
Myrmicinae,Aphaenogaster,concolor,Land + Island,Native,Okinoerabu-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.366219,128.600533
Myrmicinae,Aphaenogaster,concolor,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Aphaenogaster,concolor,Land + Island,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Myrmicinae,Aphaenogaster,concolor,Land + Island,Native,Kita-kojima,-,Senkaku Islands,Central Indo-Pacific,25.433157,141.282652
Myrmicinae,Aphaenogaster,donann,Island Only,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Aphaenogaster,edentula,Island Only,Native,Haha-jima,Haha-jima Group,Ogasawara Islands,Central Indo-Pacific,26.667203,142.157199
Myrmicinae,Aphaenogaster,edentula,Island Only,Native,Muko-jima,Mukojima Group,Ogasawara Islands,Central Indo-Pacific,26.603303,142.129542
Myrmicinae,Aphaenogaster,erabu,Island Only,Native,Kuro-shima,Mi-shima Group,Osumi Islands,Temperate Northern Pacific,30.830824,129.934198
Myrmicinae,Aphaenogaster,erabu,Island Only,Native,Kuchinoerabu-jima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.455885,130.209712
Myrmicinae,Aphaenogaster,erabu,Island Only,Native,Nakanoshima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.848849,129.871098
Myrmicinae,Aphaenogaster,erabu,Island Only,Native,Akuseki-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.459413,129.602299
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Okushiri-to,-,Hokkaido,Temperate Northern Pacific,42.155913,139.473362
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Enoshima,-,-,Temperate Northern Pacific,33.008571,129.350411
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Sarushima,-,Tokyo Bay Islands,Temperate Northern Pacific,38.335115,141.124433
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Jogashima,-,-,Temperate Northern Pacific,32.945141,132.449153
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Saku,-,-,Temperate Northern Pacific,36.2488014,138.4767695
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Miya-jima,-,-,Temperate Northern Pacific,34.271879,132.303217
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Dogo,-,Oki Islands,Temperate Northern Pacific,36.251121,133.279261
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Nishino-shima,-,Oki Islands,Temperate Northern Pacific,36.096525,133.015719
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Sado,-,-,Temperate Northern Pacific,38.044467,138.390158
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Teshima,-,Shikoku,Temperate Northern Pacific,34.399037,133.666677
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Koshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,34.290932,133.1594046
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Fukuejima,-,Goto Islands,Temperate Northern Pacific,32.683948,128.745266
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Hira-shima,-,Kyushu,Temperate Northern Pacific,33.006535,129.24276
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Genkai-jima,-,Kyushu,Temperate Northern Pacific,33.688935,130.231689
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Aino-shima,-,Kyushu,Temperate Northern Pacific,34.50782,131.28107
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Jino-shima,-,Kyushu,Temperate Northern Pacific,33.904408,130.497787
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Nokonoshima,Hakata Bay Islands,Kyushu,Temperate Northern Pacific,33.621244,130.304145
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Shika,-,-,Temperate Northern Pacific,34.325627,139.21115
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Oshima,-,Kyushu,Temperate Northern Pacific,34.740866,139.385576
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Iki,-,-,Temperate Northern Pacific,33.785622,129.718024
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Kuroko-shima,-,Kyushu,Temperate Northern Pacific,32.600108,128.834772
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Izu Oshima,-,Izu Islands,Temperate Northern Pacific,34.794057,139.364519
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,To,-,Izu Islands,Temperate Northern Pacific,34.522303,139.279106
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Nii-jima,-,Izu Islands,Temperate Northern Pacific,34.377163,139.26642
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Tanegashima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.580814,130.975089
Myrmicinae,Aphaenogaster,famelica,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Amblyoponinae,Stigmatomma,silvestrii,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Myrmicinae,Aphaenogaster,gracillima,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Aphaenogaster,gracillima,Island Only,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Aphaenogaster,gracillima,Island Only,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Aphaenogaster,irrigua,Island Only,Native,Tanegashima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.580814,130.975089
Myrmicinae,Aphaenogaster,irrigua,Island Only,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Aphaenogaster,irrigua,Island Only,Native,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Myrmicinae,Aphaenogaster,irrigua,Island Only,Native,Okinoerabu-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.366219,128.600533
Myrmicinae,Aphaenogaster,irrigua,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Aphaenogaster,irrigua,Island Only,Native,Iwotori-shima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,33.782704,131.970591
Myrmicinae,Aphaenogaster,irrigua,Island Only,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Myrmicinae,Aphaenogaster,izuensis,Island Only,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Aphaenogaster,japonica,Land + Island,Native,Okushiri-to,-,Hokkaido,Temperate Northern Pacific,42.155913,139.473362
Myrmicinae,Aphaenogaster,japonica,Land + Island,Native,Teuri,-,Hokkaido,Temperate Northern Pacific,44.425554,141.315217
Myrmicinae,Aphaenogaster,japonica,Land + Island,Native,Jinoshima,-,Tomogashima,Temperate Northern Pacific,33.375024,132.355403
Myrmicinae,Aphaenogaster,japonica,Land + Island,Native,Sarushima,-,Tokyo Bay Islands,Temperate Northern Pacific,38.335115,141.124433
Myrmicinae,Aphaenogaster,japonica,Land + Island,Native,Hegurajima,-,-,Temperate Northern Pacific,33.795242,132.222422
Myrmicinae,Aphaenogaster,japonica,Land + Island,Native,Aramikojima,-,Nanatsujima archipelago,Temperate Northern Pacific,37.588232,136.876653
