Subfamily,Genus Name Pub,Species Name Pub,Status,Exotic,Island Name,Island Group,Archipelago,Biogeographic realm,Lat,Long
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Kakeromajima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.123869,129.257393
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Okinoerabu-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.366219,128.600533
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Yoron-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.042604,128.432407
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Iwotori-shima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,33.782704,131.970591
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Izena-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.933249,127.936596
Amblyoponinae,Stigmatomma,silvestrii,Land + Island,Native,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Sarushima,-,Tokyo Bay Islands,Temperate Northern Pacific,38.335115,141.124433
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Minnajima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,26.251851,127.941851
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Yabuchijima,-,Okinawa Islands,Temperate Northern Pacific,26.318615,127.9232373
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Hamahiga,-,Okinawa Islands,Temperate Northern Pacific,26.319881,127.958071
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Miyagi,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.493709,127.959792
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Ikeijima,-,Okinawa Islands,Temperate Northern Pacific,27.046358,127.969979
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Tsuken,Yokatsu Islands,Okinawa Islands,Temperate Northern Pacific,26.252339,127.941502
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Kudaka,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.161523,127.894221
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Yagaji-shima,-,Okinawa Islands,Temperate Northern Pacific,26.663641,128.01317
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Jogashima,-,-,Temperate Northern Pacific,32.945141,132.449153
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Aguni-jima,-,Okinawa Islands,Temperate Northern Pacific,26.587392,127.22955
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Akajima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.198623,127.278968
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Tonakijima,-,Okinawa Islands,Temperate Northern Pacific,26.3653645,127.1433277
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Shimoji-shima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,32.87245,129.033348
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Tarama,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.656982,124.699288
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Kikaijiima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.323027,129.97242
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Taketomi-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.325062,124.088119
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Dogo,-,Oki Islands,Temperate Northern Pacific,36.251121,133.279261
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Kuroshima (Okinawa),Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.233926,124.014011
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Kohama-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,32.964045,132.073693
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Kitadaito-jima,-,Daito Islands,Temperate Northern Pacific,25.94437,131.307262
Myrmicinae,Pheidole,megacephala,Land + Island,Invasive,Minami-Daito,-,Daito Islands,Temperate Northern Pacific,25.843178,131.242729
Myrmicinae,Pheidole,nodus,Land + Island,Native,Enoshima,-,-,Temperate Northern Pacific,33.008571,129.350411
Myrmicinae,Pheidole,nodus,Land + Island,Native,Sarushima,-,Tokyo Bay Islands,Temperate Northern Pacific,38.335115,141.124433
Myrmicinae,Pheidole,nodus,Land + Island,Native,Jogashima,-,-,Temperate Northern Pacific,32.945141,132.449153
Myrmicinae,Pheidole,nodus,Land + Island,Native,Takashima,-,Sea of Japan Islands,Temperate Northern Pacific,33.177311,129.5872341
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Kinkasan,-,-,Temperate Northern Pacific,38.292899,141.568819
Myrmicinae,Pheidole,nodus,Land + Island,Native,Teshima,-,Shikoku,Temperate Northern Pacific,34.399037,133.666677
Myrmicinae,Pheidole,nodus,Land + Island,Native,Ushijima,-,Shikoku,Temperate Northern Pacific,24.355451,123.734653
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Myrmicinae,Pheidole,nodus,Land + Island,Native,Shimo-Koshiki,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.688628,129.720072
Myrmicinae,Pheidole,nodus,Land + Island,Native,Fukuejima,-,Goto Islands,Temperate Northern Pacific,32.683948,128.745266
Myrmicinae,Pheidole,nodus,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Myrmicinae,Pheidole,nodus,Land + Island,Native,Hira-shima,-,Kyushu,Temperate Northern Pacific,33.006535,129.24276
Myrmicinae,Pheidole,nodus,Land + Island,Native,Genkai-jima,-,Kyushu,Temperate Northern Pacific,33.688935,130.231689
Myrmicinae,Pheidole,nodus,Land + Island,Native,Aino-shima,-,Kyushu,Temperate Northern Pacific,34.50782,131.28107
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Myrmicinae,Pheidole,nodus,Land + Island,Native,Jino-shima,-,Kyushu,Temperate Northern Pacific,33.904408,130.497787
Myrmicinae,Pheidole,nodus,Land + Island,Native,Nokonoshima,Hakata Bay Islands,Kyushu,Temperate Northern Pacific,33.621244,130.304145
Myrmicinae,Pheidole,nodus,Land + Island,Native,Shika,-,-,Temperate Northern Pacific,34.325627,139.21115
Myrmicinae,Pheidole,nodus,Land + Island,Native,Oshima,-,Kyushu,Temperate Northern Pacific,34.740866,139.385576
Myrmicinae,Pheidole,nodus,Land + Island,Native,Iki,-,-,Temperate Northern Pacific,33.785622,129.718024
Myrmicinae,Pheidole,nodus,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kuroko-shima,-,Kyushu,Temperate Northern Pacific,32.600108,128.834772
Myrmicinae,Pheidole,nodus,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Myrmicinae,Pheidole,nodus,Land + Island,Native,Izu Oshima,-,Izu Islands,Temperate Northern Pacific,34.794057,139.364519
Myrmicinae,Pheidole,nodus,Land + Island,Native,To,-,Izu Islands,Temperate Northern Pacific,34.522303,139.279106
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Nokonoshima,Hakata Bay Islands,Kyushu,Temperate Northern Pacific,33.621244,130.304145
Myrmicinae,Pheidole,nodus,Land + Island,Native,Nii-jima,-,Izu Islands,Temperate Northern Pacific,34.377163,139.26642
Myrmicinae,Pheidole,nodus,Land + Island,Native,Shikine,-,Izu Islands,Temperate Northern Pacific,34.220003,134.612355
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kozu-shima,-,Izu islands,Temperate Northern Pacific,33.229204,132.521547
Myrmicinae,Pheidole,nodus,Land + Island,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Myrmicinae,Pheidole,nodus,Land + Island,Native,Mikura-jima,-,Izu Islands,Temperate Northern Pacific,33.874735,139.603227
Myrmicinae,Pheidole,nodus,Land + Island,Native,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Myrmicinae,Pheidole,nodus,Land + Island,Native,Aogashima,-,Izu Islands,Temperate Northern Pacific,32.457165,139.767026
Myrmicinae,Pheidole,nodus,Land + Island,Exotic,Nishinoshimashinto,-,Volcano Islands,Temperate Northern Pacific,43.578388,145.310808
Myrmicinae,Pheidole,nodus,Land + Island,Native,Ueno,-,-,Temperate Northern Pacific,35.711795,139.7760755
Myrmicinae,Pheidole,nodus,Land + Island,Native,Tanegashima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.580814,130.975089
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Oshima,-,Kyushu,Temperate Northern Pacific,34.740866,139.385576
Myrmicinae,Pheidole,nodus,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kuchino-shima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.972314,129.922578
Myrmicinae,Pheidole,nodus,Land + Island,Native,Nakanoshima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.848849,129.871098
Myrmicinae,Pheidole,nodus,Land + Island,Native,Suwanose-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.641179,129.712841
Myrmicinae,Pheidole,nodus,Land + Island,Native,Taira-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.687286,129.533032
Myrmicinae,Pheidole,nodus,Land + Island,Native,Akuseki-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.459413,129.602299
Myrmicinae,Pheidole,nodus,Land + Island,Native,Takara-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.146641,129.207673
Myrmicinae,Pheidole,nodus,Land + Island,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kakeromajima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.123869,129.257393
Myrmicinae,Pheidole,nodus,Land + Island,Native,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Iki,-,-,Temperate Northern Pacific,33.785622,129.718024
Myrmicinae,Pheidole,nodus,Land + Island,Native,Okinoerabu-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.366219,128.600533
Myrmicinae,Pheidole,nodus,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Pheidole,nodus,Land + Island,Native,Miyagi,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.493709,127.959792
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kume-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.349982,126.773293
Myrmicinae,Pheidole,nodus,Land + Island,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kurima-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.237904,124.010534
Myrmicinae,Pheidole,nodus,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Pheidole,nodus,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Pheidole,nodus,Land + Island,Native,Taketomi-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.325062,124.088119
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Myrmicinae,Pheidole,nodus,Land + Island,Native,Kohama-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,32.964045,132.073693
Myrmicinae,Pheidole,nodus,Land + Island,Native,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Myrmicinae,Pheidole,parva,Land + Island,Exotic,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Myrmicinae,Pheidole,parva,Land + Island,Exotic,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Pheidole,parva,Land + Island,Exotic,Yagaji-shima,-,Okinawa Islands,Temperate Northern Pacific,26.663641,128.01317
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Kuroko-shima,-,Kyushu,Temperate Northern Pacific,32.600108,128.834772
Myrmicinae,Pheidole,pieli,Land + Island,Native,Tobishima,-,-,Temperate Northern Pacific,32.59608,130.494628
Myrmicinae,Pheidole,pieli,Land + Island,Native,Miya-jima,-,-,Temperate Northern Pacific,34.271879,132.303217
Myrmicinae,Pheidole,pieli,Land + Island,Native,Okino-shima,-,-,Temperate Northern Pacific,32.727604,132.554912
Myrmicinae,Pheidole,pieli,Land + Island,Native,Shimo-Koshiki,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.688628,129.720072
Myrmicinae,Pheidole,pieli,Land + Island,Native,Nakadori,-,Goto Islands,Temperate Northern Pacific,32.964519,129.083867
Myrmicinae,Pheidole,pieli,Land + Island,Native,Hira-shima,-,Kyushu,Temperate Northern Pacific,33.006535,129.24276
Myrmicinae,Pheidole,pieli,Land + Island,Native,Jino-shima,-,Kyushu,Temperate Northern Pacific,33.904408,130.497787
Myrmicinae,Pheidole,pieli,Land + Island,Native,Oshima,-,Kyushu,Temperate Northern Pacific,34.740866,139.385576
Myrmicinae,Pheidole,pieli,Land + Island,Native,Iki,-,-,Temperate Northern Pacific,33.785622,129.718024
Amblyoponinae,Stigmatomma,silvestrii,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Tsushima,-,Tsushima Island,Temperate Northern Pacific,32.768066,128.960306
Myrmicinae,Pheidole,pieli,Land + Island,Native,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Myrmicinae,Pheidole,pieli,Land + Island,Native,Kuroko-shima,-,Kyushu,Temperate Northern Pacific,32.600108,128.834772
Myrmicinae,Pheidole,pieli,Land + Island,Native,Izu Oshima,-,Izu Islands,Temperate Northern Pacific,34.794057,139.364519
Myrmicinae,Pheidole,pieli,Land + Island,Native,Shikine,-,Izu Islands,Temperate Northern Pacific,34.220003,134.612355
Myrmicinae,Pheidole,pieli,Land + Island,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Myrmicinae,Pheidole,pieli,Land + Island,Native,Mikura-jima,-,Izu Islands,Temperate Northern Pacific,33.874735,139.603227
Myrmicinae,Pheidole,pieli,Land + Island,Native,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Myrmicinae,Pheidole,pieli,Land + Island,Native,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Myrmicinae,Pheidole,pieli,Land + Island,Native,Ani-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,38.265768,141.478149
Myrmicinae,Pheidole,pieli,Land + Island,Native,Muko-jima,Mukojima Group,Ogasawara Islands,Central Indo-Pacific,26.603303,142.129542
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Izu Oshima,-,Izu Islands,Temperate Northern Pacific,34.794057,139.364519
Myrmicinae,Pheidole,pieli,Land + Island,Native,Tanegashima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.580814,130.975089
Myrmicinae,Pheidole,pieli,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Pheidole,pieli,Land + Island,Native,Kuchino-shima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.972314,129.922578
Myrmicinae,Pheidole,pieli,Land + Island,Native,Nakanoshima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.848849,129.871098
Myrmicinae,Pheidole,pieli,Land + Island,Native,Takara-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.146641,129.207673
Myrmicinae,Pheidole,pieli,Land + Island,Native,Amami-Oshima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.311807,129.426562
Myrmicinae,Pheidole,pieli,Land + Island,Native,Kakeromajima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,28.123869,129.257393
Myrmicinae,Pheidole,pieli,Land + Island,Native,Tokuno-shima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.773461,128.948928
Myrmicinae,Pheidole,pieli,Land + Island,Native,Okinoerabu-jima,Amami Islands,Satsunan Islands,Temperate Northern Pacific,27.366219,128.600533
Myrmicinae,Pheidole,pieli,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Ponerinae,Cryptopone,sauteri,Land + Island,Native,To,-,Izu Islands,Temperate Northern Pacific,34.522303,139.279106
Myrmicinae,Pheidole,pieli,Land + Island,Native,Izena-jima,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.933249,127.936596
Myrmicinae,Pheidole,pieli,Land + Island,Native,Sesoko,-,Okinawa Islands,Temperate Northern Pacific,26.643909,127.864001
Myrmicinae,Pheidole,pieli,Land + Island,Native,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Myrmicinae,Pheidole,pieli,Land + Island,Native,Miyagi,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.493709,127.959792
Myrmicinae,Pheidole,pieli,Land + Island,Native,Kudaka,Okinawa Islands,Ryukyu Islands,Temperate Northern Pacific,26.161523,127.894221
Myrmicinae,Pheidole,pieli,Land + Island,Native,Yagaji-shima,-,Okinawa Islands,Temperate Northern Pacific,26.663641,128.01317
Myrmicinae,Pheidole,pieli,Land + Island,Native,Tokashiki-jima,Kerama Islands,Okinawa Islands,Temperate Northern Pacific,26.364512,127.147575
Myrmicinae,Pheidole,pieli,Land + Island,Native,Tonakijima,-,Okinawa Islands,Temperate Northern Pacific,26.3653645,127.1433277
Myrmicinae,Pheidole,pieli,Land + Island,Native,Aguni-jima,-,Okinawa Islands,Temperate Northern Pacific,26.587392,127.22955
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Shikine,-,Izu Islands,Temperate Northern Pacific,34.220003,134.612355
Myrmicinae,Pheidole,pieli,Land + Island,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Pheidole,pieli,Land + Island,Native,Kurima-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.237904,124.010534
Myrmicinae,Pheidole,pieli,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Pheidole,pieli,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Myrmicinae,Pheidole,pieli,Land + Island,Native,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Myrmicinae,Pheidole,pieli,Land + Island,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Pheidole,ryukyuensis,Land + Island,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Pheidole,ryukyuensis,Land + Island,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Pheidole,ryukyuensis,Land + Island,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Myrmicinae,Pheidole,susanowo,Island Only,Native,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Myrmicinae,Pheidole,susanowo,Island Only,Native,Ko-jima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,33.125957,139.688169
Myrmicinae,Pheidole,susanowo,Island Only,Native,Okinawa,-,Okinawa Islands,Temperate Northern Pacific,26.517553,127.96582
Myrmicinae,Pheidole,susanowo,Island Only,Native,Henza-jima,-,Okinawa Islands,Temperate Northern Pacific,26.342162,127.958717
Myrmicinae,Pheidole,susanowo,Island Only,Native,Miyako-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.774041,125.332376
Myrmicinae,Pheidole,susanowo,Island Only,Native,Kurima-jima,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.237904,124.010534
Myrmicinae,Pheidole,susanowo,Island Only,Native,Tarama,Miyako Islands,Sakishima Islands,Temperate Northern Pacific,24.656982,124.699288
Myrmicinae,Pheidole,susanowo,Island Only,Native,Ishigaki,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.433381,124.205545
Myrmicinae,Pheidole,susanowo,Island Only,Native,Iriomote,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.335813,123.814688
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Mikura-jima,-,Izu Islands,Temperate Northern Pacific,33.874735,139.603227
Myrmicinae,Pheidole,susanowo,Island Only,Native,Kuro-shima,Mi-shima Group,Osumi Islands,Temperate Northern Pacific,30.830824,129.934198
Myrmicinae,Pheidole,susanowo,Island Only,Native,Hateruma,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.05851,123.782183
Myrmicinae,Pheidole,susanowo,Island Only,Native,Yonaguni-jima,Yaeyama Islands,Sakishima Islands,Temperate Northern Pacific,24.455253,122.988732
Myrmicinae,Strongylognathus,koreanus,Land + Island,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Strongylognathus,koreanus,Land + Island,Native,Honshu,-,Honshu,Temperate Northern Pacific,36.652266,137.977928
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Kamikoshiki-jima,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.845563,129.876943
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Shimo-Koshiki,Koshiki Islands,Satsunan Islands,Temperate Northern Pacific,31.688628,129.720072
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Fukuejima,-,Goto Islands,Temperate Northern Pacific,32.683948,128.745266
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Iki,-,-,Temperate Northern Pacific,33.785622,129.718024
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Hirado,-,Kyushu,Temperate Northern Pacific,33.284708,129.465011
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Nii-jima,-,Izu Islands,Temperate Northern Pacific,34.377163,139.26642
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Miyake,-,Izu Islands,Temperate Northern Pacific,34.084866,139.521121
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Hachijo-jima,-,Izu Islands,Temperate Northern Pacific,33.106333,139.798228
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Aogashima,-,Izu Islands,Temperate Northern Pacific,32.457165,139.767026
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Chichi-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.647149,134.51091
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Haha-jima,Haha-jima Group,Ogasawara Islands,Central Indo-Pacific,26.667203,142.157199
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Ani-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,38.265768,141.478149
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Ototo-jima,Chichi-jima Group,Ogasawara Islands,Temperate Northern Pacific,32.584153,130.429515
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Nakodo,Mukojima Group,Ogasawara Islands,Temperate Northern Pacific,37.130275,136.982916
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Minami-jima,Chichi-jima Group,Ogasawara Islands,Central Indo-Pacific,24.235354,141.46319
Ponerinae,Cryptopone,sauteri,Land + Island,Native,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Hirashima,Haha-jima Group,Ogasawara Islands,Temperate Northern Pacific,34.373364,133.708191
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Muko-jima,Mukojima Group,Ogasawara Islands,Central Indo-Pacific,26.603303,142.129542
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Nishinoshimashinto,-,Volcano Islands,Temperate Northern Pacific,43.578388,145.310808
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Ioujima,-,Volcano Islands,Central Indo-Pacific,24.782506,141.317206
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Minamiioujima,-,Volcano Islands,Central Indo-Pacific,27.038058,142.175963
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Ueno,-,-,Temperate Northern Pacific,35.711795,139.7760755
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Tanegashima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.580814,130.975089
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Yakushima,Osumi Islands,Satsunan Islands,Temperate Northern Pacific,30.339135,130.522252
Myrmicinae,Tetramorium,bicarinatum,Land + Island,Exotic,Kuchino-shima,Tokara Islands,Satsunan Islands,Temperate Northern Pacific,29.972314,129.922578
